Заголовок;Код региона;Код города;Маска номера;Количество цифр;Регион
Норильск;391;9;xx-xx-xx;6;Код Красноярского края
Ноябрьск;349;6;xx-xx-xx;6;Код Ямало-Ненецкого АО
Ногинск;496;51;x-xx-xx;5;Код Московской области
Нытва;342;72;x-xx-xx;5;Код Пермского края
Нюксеница;817;47;x-xx-xx;5;Код Вологодской области
Нюрба;411;34;x-xx-xx;5;Код Республики Саха (Якутия)
Нудоль;496;24;x-xx-xx;5;Код Московской области
Нягань;346;72;x-xx-xx;5;Код Тюменской области
Няндома;818;38;x-xx-xx;5;Код Архангельской области
Нязепетровск;351;56;x-xx-xx;5;Код Челябинской области
Нурлат;843;45;x-xx-xx;5;Код Республики Татарстан
К.дубрава;496;4;xx-xx-xx;6;Код Московской области
Кабаново;496;4;xx-xx-xx;6;Код Московской области
Кабанск;301;38;x-xx-xx;5;Код Республики Бурятия
Кавказская;861;93;x-xx-xx;5;Код Краснодарского края
Кавалерово;423;75;x-xx-xx;5;Код Приморского края
Кавказский;878;74;x-xx-xx;5;Код Карачаево-Черкесской Республики
Кадом;491;39;x-xx-xx;5;Код Рязанской области
Кадошкино;834;48;x-xx-xx;5;Код Республики Мордовия
Кадуй;817;42;x-xx-xx;5;Код Вологодской области
Кадый;494;42;x-xx-xx;5;Код Костромской области
Казанская;345;53;x-xx-xx;5;Код Тюменской области
Казанское;345;53;x-xx-xx;5;Код Тюменской области
Калач;473;63;x-xx-xx;5;Код Воронежской области
Калач-на-Дону;844;72;x-xx-xx;5;Код Волгоградской области
Кагальницкая;863;45;x-xx-xx;5;Код Ростовской области
Калачинск;381;55;x-xx-xx;5;Код Омской области
Калга;302;49;x-xx-xx;5;Код Забайкальского края
Казанская;863;64;x-xx-xx;5;Код Ростовской области
Казачинское;391;96;x-xx-xx;5;Код Красноярского края
Калининград;;401;xxx-xx-xx;7;
Калининск;845;49;x-xx-xx;5;Код Саратовской области
Калининская;861;63;x-xx-xx;5;Код Краснодарского края
Калманка;385;51;x-xx-xx;5;Код Алтайского края
Калтан;384;72;x-xx-xx;5;Код Кемеровской области
Калуга;;484;xxx-xx-xx;7;
Калязин;482;49;x-xx-xx;5;Код Тверской области
Камбарка;341;53;x-xx-xx;5;Код Республики Удмуртия
Каменка;473;57;x-xx-xx;5;Код Воронежской области
Каменка;841;56;x-xx-xx;5;Код Пензенской области
Калтасы;347;79;x-xx-xx;5;Код Республики Башкортостан
Каменское;415;46;x-xx-xx;5;Код Камчатского края
Каменоломни;863;60;x-xx-xx;5;Код Ростовской области
Каменск Уральский;343;9;xx-xx-xx;6;Код Свердловской области
Камень-на-Оби;385;84;x-xx-xx;5;Код Алтайского края
Камень Рыболов;423;49;x-xx-xx;5;Код Приморского края
Каменск-Шахтинский;863;65;x-xx-xx;5;Код Ростовской области
Камешково;492;48;x-xx-xx;5;Код Владимирской области
Камызяк;851;45;x-xx-xx;5;Код Астраханской области
Камышин;844;57;x-xx-xx;5;Код Волгоградской области
Камышла;846;64;x-xx-xx;5;Код Самарской области
Канаш;835;33;x-xx-xx;5;Код Чувашской Республики
Кандалакша;815;33;x-xx-xx;5;Код Мурманской области
Новошахтинск;863;69;x-xx-xx;5;Код Ростовской области
Каневская;861;64;x-xx-xx;5;Код Краснодарского края
Камышлов;343;75;x-xx-xx;5;Код Свердловской области
Канск;391;61;x-xx-xx;5;Код Красноярского края
Камское Устье;843;77;x-xx-xx;5;Код Республики Татарстан
Кантемировка;473;67;x-xx-xx;5;Код Воронежской области
Карабаш;351;53;x-xx-xx;5;Код Челябинской области
Карабудахкент;872;32;x-xx-xx;5;Код Республики Дагестан
Карагай;342;97;x-xx-xx;5;Код Пермского края
Каракулино;341;32;x-xx-xx;5;Код Республики Удмуртия
Карата;872;50;x-xx-xx;5;Код Республики Дагестан
Карачаевск;878;79;x-xx-xx;5;Код Карачаево-Черкесской Республики
Карачев;483;35;x-xx-xx;5;Код Брянской области
Карасук;383;55;x-xx-xx;5;Код Новосибирской области
Караидель;347;44;x-xx-xx;5;Код Республики Башкортостан
Каргаполье;352;56;x-xx-xx;5;Код Курганской области
Каргасок;382;53;x-xx-xx;5;Код Томской области
Каргополь;818;41;x-xx-xx;5;Код Архангельской области
Каратузское;391;37;x-xx-xx;5;Код Красноярского края
Кардымово;481;67;x-xx-xx;5;Код Смоленской области
Карен;301;47;x-xx-xx;5;Код Республики Бурятия
Карпинск;343;83;x-xx-xx;5;Код Свердловской области
Карпогоры;818;56;x-xx-xx;5;Код Архангельской области
Карсун;842;46;x-xx-xx;5;Код Ульяновской области
Казачинское;395;62;x-xx-xx;5;Код Иркутской области
Каргат;383;65;x-xx-xx;5;Код Новосибирской области
Карталы;351;33;x-xx-xx;5;Код Челябинской области
Кармаскалы;347;65;x-xx-xx;5;Код Республики Башкортостан
Карымское;302;34;x-xx-xx;5;Код Забайкальского края
Касимов;491;31;x-xx-xx;5;Код Рязанской области
Касли;351;49;x-xx-xx;5;Код Челябинской области
Каспийск;872;46;x-xx-xx;5;Код Республики Дагестан
Касторное;471;57;x-xx-xx;5;Код Курской области
Касумкент;872;36;x-xx-xx;5;Код Республики Дагестан
Катайск;352;51;x-xx-xx;5;Код Курганской области
Катав-Ивановск;351;47;x-xx-xx;5;Код Челябинской области
Калевала;814;54;x-xx-xx;5;Код Республики Карелия
Кашары;863;88;x-xx-xx;5;Код Ростовской области
Качканар;343;41;x-xx-xx;5;Код Свердловской области
Кашин;482;34;x-xx-xx;5;Код Тверской области
Кашхатау;866;36;x-xx-xx;5;Код Кабардино-Балкарской Республики
Каширское;473;42;x-xx-xx;5;Код Воронежской области
Кваркено;353;64;x-xx-xx;5;Код Оренбургской области
Кашира;496;69;x-xx-xx;5;Код Московской области
Кедровый;382;50;x-xx-xx;5;Код Томской области
Кез;341;58;x-xx-xx;5;Код Республики Удмуртия
Кемля;834;33;x-xx-xx;5;Код Республики Мордовия
Кемерово;;384;xxx-xx-xx;7;
Керчь;365;61;x-xx-xx;5;Код Республики Крым
Кедровый;391;33;x-xx-xx;5;Код Красноярского края
Кесова Гора;482;74;x-xx-xx;5;Код Тверской области
Кетово;352;31;x-xx-xx;5;Код Курганской области
